,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,raw_track_uri,uri,track_href,analysis_url,duration_ms,time_signature
34,0.829,0.627,1,-3.928,1,0.0759,0.00663,0.0,0.0939,0.72,120.048,audio_features,3uoQULcUWfnt6nc6J7Vgai,spotify:track:3uoQULcUWfnt6nc6J7Vgai,https://api.spotify.com/v1/tracks/3uoQULcUWfnt6nc6J7Vgai,https://api.spotify.com/v1/audio-analysis/3uoQULcUWfnt6nc6J7Vgai,187133,4
35,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,audio_features,2nbClS09zsIAqNkshg6jnp,spotify:track:2nbClS09zsIAqNkshg6jnp,https://api.spotify.com/v1/tracks/2nbClS09zsIAqNkshg6jnp,https://api.spotify.com/v1/audio-analysis/2nbClS09zsIAqNkshg6jnp,234360,4
36,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,audio_features,69ghzc538EQSVon2Gm3wrr,spotify:track:69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/tracks/69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/audio-analysis/69ghzc538EQSVon2Gm3wrr,229107,4
37,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,audio_features,1kusepF3AacIEtUTYrw4GV,spotify:track:1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,203760,4
38,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,audio_features,7oK9VyNzrYvRFo7nQEYkWN,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,222587,4
39,0.442,0.893,0,-4.878,1,0.0505,0.00844,0.0,0.529,0.712,148.119,audio_features,12qZHAeOyTf93YAWvGDTat,spotify:track:12qZHAeOyTf93YAWvGDTat,https://api.spotify.com/v1/tracks/12qZHAeOyTf93YAWvGDTat,https://api.spotify.com/v1/audio-analysis/12qZHAeOyTf93YAWvGDTat,168000,4
40,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,audio_features,2jFlMILIQzs7lSFudG9lbo,spotify:track:2jFlMILIQzs7lSFudG9lbo,https://api.spotify.com/v1/tracks/2jFlMILIQzs7lSFudG9lbo,https://api.spotify.com/v1/audio-analysis/2jFlMILIQzs7lSFudG9lbo,229360,4
41,0.719,0.839,5,-5.235,1,0.0257,0.00241,0.0,0.228,0.636,129.97,audio_features,4I2GqMe7L2ccMpUbnDzYLH,spotify:track:4I2GqMe7L2ccMpUbnDzYLH,https://api.spotify.com/v1/tracks/4I2GqMe7L2ccMpUbnDzYLH,https://api.spotify.com/v1/audio-analysis/4I2GqMe7L2ccMpUbnDzYLH,220920,4
42,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,5lDriBxJd22IhOH9zTcFrV,spotify:track:5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,193653,4
43,0.73,0.848,5,-5.262,0,0.101,0.0494,0.0,0.133,0.559,65.025,audio_features,2eJ8ij1T3cNUKiGdcUvKhy,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,https://api.spotify.com/v1/tracks/2eJ8ij1T3cNUKiGdcUvKhy,https://api.spotify.com/v1/audio-analysis/2eJ8ij1T3cNUKiGdcUvKhy,213973,4
44,0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.915,audio_features,5y69gQtK33qxb8a24ACkCy,spotify:track:5y69gQtK33qxb8a24ACkCy,https://api.spotify.com/v1/tracks/5y69gQtK33qxb8a24ACkCy,https://api.spotify.com/v1/audio-analysis/5y69gQtK33qxb8a24ACkCy,237493,4
45,0.725,0.732,9,-6.594,1,0.156,0.0501,1.8e-06,0.104,0.515,93.029,audio_features,1X5WGCrUMuwRFuYU1eAo2I,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,https://api.spotify.com/v1/tracks/1X5WGCrUMuwRFuYU1eAo2I,https://api.spotify.com/v1/audio-analysis/1X5WGCrUMuwRFuYU1eAo2I,201230,4
46,0.695,0.903,9,-5.092,0,0.162,0.0137,4.32e-05,0.126,0.811,138.985,audio_features,3utIAb67sOu0QHxBE88P1M,spotify:track:3utIAb67sOu0QHxBE88P1M,https://api.spotify.com/v1/tracks/3utIAb67sOu0QHxBE88P1M,https://api.spotify.com/v1/audio-analysis/3utIAb67sOu0QHxBE88P1M,190453,4
47,0.747,0.878,8,-3.533,1,0.0282,0.343,0.0,0.0872,0.557,106.004,audio_features,3jkdQNkDTxxXtjSO4l0o1H,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,https://api.spotify.com/v1/tracks/3jkdQNkDTxxXtjSO4l0o1H,https://api.spotify.com/v1/audio-analysis/3jkdQNkDTxxXtjSO4l0o1H,208333,4
48,0.485,0.823,1,-2.816,1,0.0362,0.00981,0.0,0.116,0.555,91.005,audio_features,5c1sfI6wIQEsSUw0xrkFdl,spotify:track:5c1sfI6wIQEsSUw0xrkFdl,https://api.spotify.com/v1/tracks/5c1sfI6wIQEsSUw0xrkFdl,https://api.spotify.com/v1/audio-analysis/5c1sfI6wIQEsSUw0xrkFdl,189187,4
49,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,audio_features,6sqNctd7MlJoKDOxPVCAvU,spotify:track:6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,242413,4
50,0.35,0.909,2,-4.204,1,0.0774,0.0024,0.0,0.163,0.314,166.866,audio_features,1b7vg5T9YKR3NNqXfBYRF7,spotify:track:1b7vg5T9YKR3NNqXfBYRF7,https://api.spotify.com/v1/tracks/1b7vg5T9YKR3NNqXfBYRF7,https://api.spotify.com/v1/audio-analysis/1b7vg5T9YKR3NNqXfBYRF7,220133,4
51,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,2HHtWyy5CgaQbC7XSoOb0e,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773,4
52,0.343,0.975,1,-2.502,0,0.135,3.23e-05,0.991,0.0515,0.133,119.883,audio_features,1MYYt7h6amcrauCOoso3Gx,spotify:track:1MYYt7h6amcrauCOoso3Gx,https://api.spotify.com/v1/tracks/1MYYt7h6amcrauCOoso3Gx,https://api.spotify.com/v1/audio-analysis/1MYYt7h6amcrauCOoso3Gx,70294,4
53,0.414,0.959,7,-4.299,0,0.0378,2.31e-05,0.933,0.368,0.589,145.911,audio_features,3x2mJ2bjCIU70NrH49CtYR,spotify:track:3x2mJ2bjCIU70NrH49CtYR,https://api.spotify.com/v1/tracks/3x2mJ2bjCIU70NrH49CtYR,https://api.spotify.com/v1/audio-analysis/3x2mJ2bjCIU70NrH49CtYR,65306,4
54,0.522,0.205,2,-7.986,1,0.0376,0.0534,0.235,0.0985,0.353,103.868,audio_features,1Pm3fq1SC6lUlNVBGZi3Em,spotify:track:1Pm3fq1SC6lUlNVBGZi3Em,https://api.spotify.com/v1/tracks/1Pm3fq1SC6lUlNVBGZi3Em,https://api.spotify.com/v1/audio-analysis/1Pm3fq1SC6lUlNVBGZi3Em,108532,4
55,0.0849,0.956,2,-4.196,1,0.0805,5.24e-05,0.953,0.397,0.309,185.397,audio_features,1NXTEkIeRL59NK61QuhYUl,spotify:track:1NXTEkIeRL59NK61QuhYUl,https://api.spotify.com/v1/tracks/1NXTEkIeRL59NK61QuhYUl,https://api.spotify.com/v1/audio-analysis/1NXTEkIeRL59NK61QuhYUl,214269,3
56,0.283,0.925,3,-4.7,1,0.111,0.000748,0.933,0.166,0.368,99.45,audio_features,3RGlJJFkWEavxeRQr9ivAd,spotify:track:3RGlJJFkWEavxeRQr9ivAd,https://api.spotify.com/v1/tracks/3RGlJJFkWEavxeRQr9ivAd,https://api.spotify.com/v1/audio-analysis/3RGlJJFkWEavxeRQr9ivAd,110219,4
57,0.492,0.97,4,-5.677,0,0.0554,9.65e-06,0.891,0.162,0.556,120.005,audio_features,0e9hR1vTrzlUvFH5PgA9rY,spotify:track:0e9hR1vTrzlUvFH5PgA9rY,https://api.spotify.com/v1/tracks/0e9hR1vTrzlUvFH5PgA9rY,https://api.spotify.com/v1/audio-analysis/0e9hR1vTrzlUvFH5PgA9rY,207520,4
58,0.493,0.969,2,-3.282,0,0.0463,0.201,0.655,0.247,0.34,170.581,audio_features,7dkbEHIMLoeuG4zXGmzhEH,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,https://api.spotify.com/v1/tracks/7dkbEHIMLoeuG4zXGmzhEH,https://api.spotify.com/v1/audio-analysis/7dkbEHIMLoeuG4zXGmzhEH,226000,4
59,0.536,0.458,2,-9.906,0,0.0385,0.893,0.495,0.106,0.259,170.113,audio_features,7nZnCjIJ8JigdMqJ36yRRm,spotify:track:7nZnCjIJ8JigdMqJ36yRRm,https://api.spotify.com/v1/tracks/7nZnCjIJ8JigdMqJ36yRRm,https://api.spotify.com/v1/audio-analysis/7nZnCjIJ8JigdMqJ36yRRm,104600,1
60,0.638,0.49,4,-9.382,0,0.426,0.271,0.0,0.664,0.511,173.552,audio_features,2TK2KSrzXD6W01qjXVjNGh,spotify:track:2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/tracks/2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/audio-analysis/2TK2KSrzXD6W01qjXVjNGh,318215,4
61,0.68,0.413,8,-9.41,1,0.492,0.177,0.0,0.205,0.383,158.576,audio_features,3nJYcY9yvKP8Oi2Ml8brXt,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,https://api.spotify.com/v1/tracks/3nJYcY9yvKP8Oi2Ml8brXt,https://api.spotify.com/v1/audio-analysis/3nJYcY9yvKP8Oi2Ml8brXt,321697,4
62,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,audio_features,4TTV7EcfroSLWzXRY6gLv6,spotify:track:4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6,236738,4
63,0.698,0.649,8,-6.764,1,0.415,0.15,0.0,0.0903,0.568,180.466,audio_features,4cxvludVmQxryrnx1m9FqL,spotify:track:4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/tracks/4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/audio-analysis/4cxvludVmQxryrnx1m9FqL,333154,4
64,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
65,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,audio_features,1HZ3cUZUw5htSFmah1V8Ko,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,https://api.spotify.com/v1/tracks/1HZ3cUZUw5htSFmah1V8Ko,https://api.spotify.com/v1/audio-analysis/1HZ3cUZUw5htSFmah1V8Ko,306040,4
66,0.444,0.793,5,-5.326,0,0.0377,0.0107,0.000769,0.184,0.208,101.012,audio_features,43pmQcgxMMhJu1gPW2ZdNz,spotify:track:43pmQcgxMMhJu1gPW2ZdNz,https://api.spotify.com/v1/tracks/43pmQcgxMMhJu1gPW2ZdNz,https://api.spotify.com/v1/audio-analysis/43pmQcgxMMhJu1gPW2ZdNz,602080,3
67,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,audio_features,6Vz7vzOpCwKeSQlfViibuY,spotify:track:6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/tracks/6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/audio-analysis/6Vz7vzOpCwKeSQlfViibuY,356520,4
68,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,audio_features,4sFbojhVXQv7dBC9PVCcRn,spotify:track:4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/tracks/4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/audio-analysis/4sFbojhVXQv7dBC9PVCcRn,377747,4
69,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,audio_features,1dv3ePjze9tPq2pk8eWJdR,spotify:track:1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR,270773,4
70,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4
71,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,audio_features,1GqlvSEtMx5xbGptxOTTyk,spotify:track:1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk,303587,4
72,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,audio_features,39C5FuZ8C8M0QI8CrMsPkR,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR,467640,4
73,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,audio_features,4aVuWgvD0X63hcOCnZtNFA,spotify:track:4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA,235547,4
